"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4F-016","4F Drug Safety & Prescribing","P1","Prescribing the generic cross-reactive drug blocks with a contraindication","1) Start a consultation for PT-QA-0011 (Penicillin allergy) at /opd 2) Open the Rx & Orders tab and click ""Add Drug"" 3) Enter Amoxicillin, 500 mg, 5 days 4) Click ""Add to Prescription""","A contraindication alert is raised before the drug is added, naming the conflict.","","PT-QA-0011 Fatima Begum; drug Amoxicillin (generic)","Pharmacy","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","This is the exact case the cross-reactivity table exists for, and anaphylaxis in a busy OPD with no resuscitation trolley at hand is the failure mode being prevented.","Negative","doctor (Hospital A)","drug_allergy_cross_reactivity where allergen ilike '%penicillin%' → cross_reacts contains amoxicillin","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-017","4F Drug Safety & Prescribing","P2","The contraindication names the allergy and the drug that conflicts","1) Start a consultation for PT-QA-0011 at /opd 2) Attempt to add Amoxicillin in the Rx & Orders tab 3) Read the alert text","The alert names Penicillin as the allergy it fired on.","","PT-QA-0011 Fatima Begum; drug Amoxicillin","","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","An alert that says only ""contraindicated"" gives the doctor nothing to weigh a clinical decision against, so it is either ignored or it stops treatment that should have gone ahead.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-018","4F Drug Safety & Prescribing","P1","The override requires a written clinical justification","1) Start a consultation for PT-QA-0011 at /opd 2) Attempt to add Amoxicillin and trigger the contraindication 3) Click ""Override with clinical justification..."" 4) Leave the reason blank 5) Inspect the ""Override and Add Drug"" button","The override submit button stays disabled while the reason is blank.","","PT-QA-0011 Fatima Begum; drug Amoxicillin","","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","An unexplained override is legally indistinguishable from not having checked at all, and the reason field is the only place the clinical rationale is ever captured.","Negative","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-019","4F Drug Safety & Prescribing","P1","The override also requires an explicit acknowledgement","1) Start a consultation for PT-QA-0011 at /opd 2) Trigger the contraindication on Amoxicillin 3) Click ""Override with clinical justification..."" 4) Enter the reason from phase4.drugSafety but leave the acknowledgement unticked 5) Inspect the submit button","The override submit button remains disabled until the acknowledgement is ticked.","","phase4.drugSafety.overrideReason","","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","The acknowledgement is the deliberate second action that stops a reflex click-through, which is what a single-field override always becomes after the first week.","Boundary","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-020","4F Drug Safety & Prescribing","P1","An allergy override is recorded against the patient it was made for","1) Start a consultation for PT-QA-0011 at /opd 2) Trigger the contraindication on Amoxicillin 3) Override with the reason from phase4.drugSafety and tick the acknowledgement 4) Read the newest clinical_alerts row with alert_type drug_override","The clinical_alerts row carries patient_id equal to PT-QA-0011's id.","","PT-QA-0011 Fatima Begum; phase4.drugSafety.overrideReason","MRD","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","REGRESSION LOCK for BUG-P4-001..005 batch (BUG-P4-004, fixed): the override used to be written with patient_id NULL, so the promise the modal makes to the prescriber was false and no chart review could ever surface a deliberate contraindication.","Negative","doctor (Hospital A)","clinical_alerts where hospital_id = A and alert_type = 'drug_override' order by created_at desc limit 1 → patient_id = (PT-QA-0011)","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-021","4F Drug Safety & Prescribing","P1","An allergy override records who overrode it","1) Start a consultation for PT-QA-0011 at /opd 2) Trigger the contraindication on Amoxicillin and override it with a written reason 3) Read the newest clinical_alerts row with alert_type drug_override 4) Look for any column identifying the prescriber","The row identifies the prescriber who made the override.","","PT-QA-0011 Fatima Begum; phase4.drugSafety.overrideReason","MRD","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","REGRESSION LOCK (BUG-P4-004, fixed): clinical_alerts had no column naming the decision-maker at all, and scenario P4-S11 requires a reason AND the prescriber identity — an anonymous override cannot be defended at a medico-legal review.","Negative","doctor (Hospital A)","clinical_alerts where hospital_id = A and alert_type = 'drug_override' order by created_at desc limit 1 → a prescriber identity column is populated","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-022","4F Drug Safety & Prescribing","P1","Prescribing the brand name of a cross-reactive drug also blocks","1) Start a consultation for PT-QA-0011 (Penicillin allergy) at /opd 2) Open the Rx & Orders tab and click ""Add Drug"" 3) Search and select Mox 500 (brand name for Amoxicillin) 4) Enter 500 mg for 5 days and click ""Add to Prescription""","A contraindication alert is raised, exactly as it is for the generic name.","","PT-QA-0011 Fatima Begum; phase4.drugSafety.crossReactiveDrug — Mox 500","Pharmacy","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","REGRESSION LOCK (BUG-P4-001, fixed): the check normalised only the strength so ""Mox 500"" became ""mox"" and never matched a cross-reactivity table keyed on generics, which left the allergy guard silent on the brand-name prescribing that is the Indian norm.","Negative","doctor (Hospital A)","drug_master where hospital_id = A and brand_name = 'Mox 500' → generic_name = Amoxicillin","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-023","4F Drug Safety & Prescribing","P1","A combination brand containing the allergen also blocks","1) Start a consultation for PT-QA-0011 at /opd 2) Open the Rx & Orders tab and click ""Add Drug"" 3) Search and select Augmentin 625 (Amoxicillin + Clavulanate) 4) Enter 1 tablet for 5 days and click ""Add to Prescription""","A contraindication alert is raised — co-amoxiclav is listed in the penicillin cross_reacts array.","","PT-QA-0011 Fatima Begum; phase4.drugSafety.crossReactiveCombination — Augmentin 625","Pharmacy","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","REGRESSION LOCK (BUG-P4-001, fixed): co-amoxiclav is listed as cross-reactive with penicillin, so a combination brand must be split into its constituents and each one checked separately.","Negative","doctor (Hospital A)","drug_master where hospital_id = A and brand_name = 'Augmentin 625' → generic_name contains Amoxicillin","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-024","4F Drug Safety & Prescribing","P2","A genuinely safe alternative is added without an alert","1) Start a consultation for PT-QA-0011 at /opd 2) Open the Rx & Orders tab 3) Add Zifi 200 (Cefixime), 200 mg, 5 days 4) Watch for a safety modal","The drug is added with no contraindication alert.","","PT-QA-0011 Fatima Begum; phase4.drugSafety.safeAlternative — Zifi 200","Pharmacy","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S11","If the check warns the doctor off a drug the reference data does not flag, the alert becomes noise and the genuinely dangerous warnings are dismissed with it.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-025","4F Drug Safety & Prescribing","P1","Adding a drug that interacts with one already prescribed raises an alert","1) Start a consultation for PT-QA-0010 (74, on six medicines) at /opd 2) Open the Rx & Orders tab 3) Add Telma 40, 40 mg, 30 days 4) Add Lasix 40, 40 mg, 30 days 5) Watch for a safety modal","An interaction alert is raised when the second drug is added.","","PT-QA-0010 Krishnamurthy Iyer; phase4.drugSafety.interactionProbePair — Telma 40 + Lasix 40","Pharmacy","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S10","Polypharmacy in the elderly is where drug interactions actually cause harm, and this is the one place the check must not stay silent.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4F-026","4F Drug Safety & Prescribing","P1","An interaction alert names both drugs rather than warning generically","1) Start a consultation for PT-QA-0010 at /opd 2) Add Telma 40 then Lasix 40 in the Rx & Orders tab 3) Read the alert text in full","The alert carries a clinical effect, mechanism or severity — not a bare ""interaction detected"".","","PT-QA-0010 Krishnamurthy Iyer; Telma 40 + Lasix 40","","drug_master rows plus hospital_config_values for drug_routes and drug_frequencies (Settings → Drugs, Settings → Configurable Dropdowns)","","","","","P4-S10","Dr. Ramesh's rule applies — more alerts is not better; an alert the doctor cannot act on trains them to dismiss the next one, which is itself a patient-safety harm.","Boundary","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4F.drug-safety.spec.ts",""
"TC-P4G-001","4G Orders — Lab & Radiology","P1","Lab test chips are rendered from the lab test master","1) Log in as doctor (Hospital A) 2) Open /opd and start a consultation for PT-QA-0001 3) Open the Rx & Orders tab 4) Read the lab test chips","Complete Blood Count appears as a selectable chip.","","Master data — Lab test master → Complete Blood Count","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","SETTINGS_PREREQ_MATRIX warns that empty lab chips leave the doctor typing free text, and free text is silently dropped from the order — so an empty catalogue costs both the test and the fee.","Positive","doctor (Hospital A)","lab_test_master where hospital_id = A and is_active = true → Complete Blood Count exists","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-002","4G Orders — Lab & Radiology","P1","Radiology study chips are rendered from the radiology study master","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Rx & Orders tab 3) Read the radiology study chips","Chest X-Ray PA View appears as a selectable chip.","","Master data — Radiology → Chest X-Ray PA View","Radiology","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","The same prerequisite failure as the lab chips, and radiology orders carry higher fees so the revenue impact of an empty catalogue is larger.","Positive","doctor (Hospital A)","radiology_study_master where hospital_id = A and is_active = true → Chest X-Ray PA View exists","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-003","4G Orders — Lab & Radiology","P2","Selecting a lab test moves it into the Selected list","1) Start a consultation for PT-QA-0001 at /opd 2) Open the Rx & Orders tab 3) Click the Complete Blood Count chip 4) Read the Selected panel","A ""Selected (1)"" panel lists Complete Blood Count.","","phase4.orders.labTests — Complete Blood Count","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","The doctor has to be able to see what they have actually ordered before finishing the consultation, or they order the same test twice or none at all.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-004","4G Orders — Lab & Radiology","P1","Completing the consultation creates a real lab_orders row","1) Start a consultation for PT-QA-0001 at /opd 2) Select Complete Blood Count in the Rx & Orders tab 3) Click ""✓ Complete"" 4) Read lab_orders for the patient","A lab_orders row exists for PT-QA-0001.","","phase4.orders.labTests — Complete Blood Count","Lab, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","The patient walks to the phlebotomy counter expecting to be bled; if no order exists the lab has no idea they are coming and the sample is never taken.","Cross-Module","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → at least 1 row","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-005","4G Orders — Lab & Radiology","P1","The lab order carries a line item for the test that was ordered","1) Start a consultation for PT-QA-0001 at /opd 2) Select Complete Blood Count and complete the consultation 3) Read lab_order_items for the new lab order","At least one lab_order_items row exists against the order.","","phase4.orders.labTests — Complete Blood Count","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","A header with no items is a ghost order the lab can see but cannot act on, because nothing in it says which test to actually run.","Positive","doctor (Hospital A)","lab_order_items where lab_order_id = (the new lab_orders id) → at least 1 row","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-006","4G Orders — Lab & Radiology","P1","The lab order is linked back to the OPD encounter that raised it","1) Start a consultation for PT-QA-0001 at /opd 2) Select Complete Blood Count and complete the consultation 3) Compare lab_orders.encounter_id with the opd_encounters row","lab_orders.encounter_id equals the encounter id.","","phase4.orders.labTests — Complete Blood Count","Lab, MRD","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","With no encounter link the result comes back attached to nothing and never appears in the chart the doctor reviews before the patient leaves.","Cross-Module","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → encounter_id = the opd_encounters id","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-007","4G Orders — Lab & Radiology","P1","An ordered test shows the BILLED & ORDERED confirmation in the Rx tab","1) Start a consultation for PT-QA-0001 at /opd 2) Select Complete Blood Count and complete the consultation 3) Reopen the token and the Rx & Orders tab 4) Read the chip beside the selected test","The chip displays ""BILLED & ORDERED"".","","phase4.orders.labTests — Complete Blood Count","Lab, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","That badge is the doctor's only visual proof the handoff to the lab actually happened; without it they cannot tell a real order from a note they made to themselves.","Positive","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → 1 row (the chip reflects it)","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-008","4G Orders — Lab & Radiology","P2","Two different tests ordered together each produce an order item","1) Start a consultation for PT-QA-0001 at /opd 2) Select Complete Blood Count and Fasting Blood Sugar in the Rx & Orders tab 3) Complete the consultation 4) Count the lab_order_items rows","At least two lab_order_items rows exist across the patient's lab orders.","","phase4.orders.labTests — Complete Blood Count, Fasting Blood Sugar","Lab, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","A missing second test is both an investigation the patient never receives and a fee the hospital never collects, with no error shown to anyone.","Positive","doctor (Hospital A)","lab_order_items joined to lab_orders where patient_id = (PT-QA-0001) → count >= 2","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-009","4G Orders — Lab & Radiology","P1","A test name not in the catalogue is silently dropped from the order","1) Start a consultation for PT-QA-0001 at /opd 2) In the Rx & Orders tab type the misspelled test name from phase4.orders.offCatalogueTest and add it 3) Complete the consultation 4) Count the lab_order_items rows","CURRENT APP BEHAVIOUR: no lab_order_items row is created for the misspelled test.","","phase4.orders.offCatalogueTest — Compleet Blood Kount","Lab, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","SETTINGS_PREREQ_MATRIX documents that an unmatched test is dropped with only an amber banner, so the doctor believes it is ordered, the lab never sees it, and the hospital never bills it.","Negative","doctor (Hospital A)","lab_order_items joined to lab_orders where patient_id = (PT-QA-0001) → 0 rows for the misspelled name","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-010","4G Orders — Lab & Radiology","P1","The only warning for a dropped test is an amber banner","1) Start a consultation for PT-QA-0001 at /opd 2) Add the misspelled test from phase4.orders.offCatalogueTest and complete the consultation 3) Reopen the token and the Rx & Orders tab 4) Look for any warning about tests not found","An amber ""prescribed tests not found"" banner is shown — there is no toast, no block and no error.","","phase4.orders.offCatalogueTest — Compleet Blood Kount","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","If even the amber banner does not appear there is no signal anywhere, on screen or in the database, that an investigation the doctor ordered was thrown away.","Negative","doctor (Hospital A)","lab_order_items joined to lab_orders where patient_id = (PT-QA-0001) → 0 rows for the misspelled name","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-011","4G Orders — Lab & Radiology","P2","A catalogue test typed in lower case still matches","1) Start a consultation for PT-QA-0001 at /opd 2) In the Rx & Orders tab enter ""complete blood count"" in lower case and add it 3) Complete the consultation 4) Count the lab_order_items rows","At least one lab_order_items row is created — the match is case-insensitive.","","phase4.orders.labTests — Complete Blood Count (lower case)","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","If the match becomes case-sensitive, ordinary typing habits start losing orders silently and the failure looks identical to a missing catalogue entry.","Boundary","doctor (Hospital A)","lab_order_items joined to lab_orders where patient_id = (PT-QA-0001) → at least 1 row","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-012","4G Orders — Lab & Radiology","P1","Ordering the same test twice in one encounter does not duplicate it","1) Start a consultation for PT-QA-0001 at /opd 2) Order Complete Blood Count and complete the consultation 3) Resume the consultation 4) Order Complete Blood Count again and complete 5) Count the lab_order_items rows","Exactly one lab_order_items row exists for the test.","","phase4.orders.labTests — Complete Blood Count","Lab, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","A duplicated order means the patient is bled twice and charged twice for one investigation, and the second sample also occupies analyser capacity the lab does not have.","Boundary","doctor (Hospital A)","lab_order_items joined to lab_orders where patient_id = (PT-QA-0001) → exactly 1 row for Complete Blood Count","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-013","4G Orders — Lab & Radiology","P1","A sample with a barcode is created alongside the lab order","1) Start a consultation for PT-QA-0001 at /opd 2) Order Complete Blood Count and complete the consultation 3) Read lab_samples for the new lab order","A lab_samples row exists with a barcode.","","phase4.orders.labTests — Complete Blood Count","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","Without a barcode the phlebotomist has nothing to print, so the tube that reaches the analyser cannot be tied back to this patient and the result may be reported against the wrong person.","Cross-Module","doctor (Hospital A)","lab_samples where lab_order_id = (the new lab_orders id) → barcode is not null","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-014","4G Orders — Lab & Radiology","P2","The lab order records the clinical indication the doctor gave","1) Start a consultation for PT-QA-0001 at /opd 2) Order Complete Blood Count and complete the consultation 3) Read lab_orders.clinical_notes","The lab_orders row carries a clinical_notes field for the indication.","","phase4.orders.clinicalIndication — Rule out infective aetiology","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","A pathologist reporting a borderline value with no clinical context cannot interpret it, so the indication is what turns a number into a usable result.","Positive","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → clinical_notes column present","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-015","4G Orders — Lab & Radiology","P1","A radiology study ordered in OPD creates a radiology_orders row","1) Start a consultation for PT-QA-0001 at /opd 2) Select Chest X-Ray PA View in the Rx & Orders tab 3) Complete the consultation 4) Read radiology_orders for the patient","A radiology_orders row exists and is linked to the encounter.","","phase4.orders.plainStudy — Chest X-Ray PA View","Radiology, Billing","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","The radiology worklist is built from these rows; an order that never arrives means the patient waits outside the X-ray room for a scan nobody has been asked to perform.","Cross-Module","doctor (Hospital A)","radiology_orders where hospital_id = A and patient_id = (PT-QA-0001) → encounter_id is not null","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-016","4G Orders — Lab & Radiology","P1","An obstetric ultrasound ordered in OPD creates a PCPNDT Form F","1) Start a consultation for PT-QA-0012 (22 weeks pregnant) at /opd 2) Select ""USG Obstetric (Level II)"" in the Rx & Orders tab 3) Complete the consultation 4) Read pcpndt_form_f for the new radiology order","A pcpndt_form_f row exists against the radiology order.","","PT-QA-0012 Deepa Nair; phase4.orders.obstetricStudy — USG Obstetric (Level II)","Radiology, HMIS","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","REGRESSION LOCK (BUG-P4-002, fixed): Form F existed in only one call site and the OPD consultation path did not call it, so the commonest way to order an obstetric scan generated none at all — under the PCPNDT Act that is a criminal exposure, not a reporting gap.","Negative","doctor (Hospital A)","pcpndt_form_f where order_id = (the new radiology_orders id) → at least 1 row","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-017","4G Orders — Lab & Radiology","P1","An obstetric ultrasound order is flagged is_pcpndt","1) Start a consultation for PT-QA-0012 at /opd 2) Order ""USG Obstetric (Level II)"" and complete the consultation 3) Read radiology_orders.is_pcpndt","is_pcpndt = true on the new radiology order.","","PT-QA-0012 Deepa Nair; phase4.orders.obstetricStudy","Radiology, HMIS","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","REGRESSION LOCK (BUG-P4-002, fixed): without the is_pcpndt flag the register cannot find the scan retrospectively either, so a shortfall cannot be reconciled before an inspection finds it.","Negative","doctor (Hospital A)","radiology_orders where hospital_id = A and patient_id = (PT-QA-0012) → is_pcpndt = true","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-018","4G Orders — Lab & Radiology","P1","An obstetric study whose name omits the word obstetric still creates a Form F","1) Start a consultation for PT-QA-0012 at /opd 2) Select ""USG Pregnancy Profile"" in the Rx & Orders tab 3) Complete the consultation 4) Read pcpndt_form_f for the new radiology order","A pcpndt_form_f row exists even though the study name does not contain the word ""obstetric"".","","PT-QA-0012 Deepa Nair; phase4.orders.obstetricStudyVariant — USG Pregnancy Profile","Radiology, HMIS","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","REGRESSION LOCK (BUG-P4-003, fixed): the trigger was a substring match on ""obstetric"", so a hospital naming its studies differently got no Form F even on the path that had one — a statutory trigger must key on a study-master flag, not on a free-text label.","Boundary","doctor (Hospital A)","pcpndt_form_f where order_id = (the radiology_orders id for USG Pregnancy Profile) → at least 1 row","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-019","4G Orders — Lab & Radiology","P1","A non-obstetric ultrasound must not create a Form F","1) Start a consultation for PT-QA-0001 at /opd 2) Select ""USG Abdomen & Pelvis"" in the Rx & Orders tab 3) Complete the consultation 4) Read pcpndt_form_f for the new radiology order","No pcpndt_form_f row exists for the abdominal ultrasound.","","phase4.orders.nonObstetricStudy — USG Abdomen & Pelvis","Radiology","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S13","A register padded with non-obstetric scans is unusable at inspection and invites the scrutiny the hospital is trying to avoid, so false positives are their own problem.","Negative","doctor (Hospital A)","pcpndt_form_f where order_id = (the radiology_orders id for USG Abdomen & Pelvis) → 0 rows","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-020","4G Orders — Lab & Radiology","P2","An off-catalogue radiology study is ordered anyway, unlike a lab test","1) Start a consultation for PT-QA-0001 at /opd 2) Enter an unknown study name in the radiology box and add it 3) Complete the consultation 4) Read radiology_orders for the patient","CURRENT APP BEHAVIOUR: a radiology_orders row IS created with a fallback modality, unlike the lab path which drops the unmatched test.","","Unknown study ""Zzz Imaging Study 999""","Radiology","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","The two sibling sync functions handle the same failure in opposite directions, so a doctor cannot form one mental model of what happens to a mistyped investigation.","Negative","doctor (Hospital A)","radiology_orders where hospital_id = A and patient_id = (PT-QA-0001) → at least 1 row for the unknown study","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-021","4G Orders — Lab & Radiology","P1","A lab order raised in OPD carries a billing status for charging","1) Start a consultation for PT-QA-0001 at /opd 2) Order Complete Blood Count and complete the consultation 3) Read lab_orders.billing_status","billing_status is populated (unbilled on creation).","","phase4.orders.labTests — Complete Blood Count","Billing, Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","Unbilled investigations are the largest single source of OPD revenue leakage, and without a status nothing tells the billing module whether this test has been charged.","Cross-Module","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → billing_status is not null","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4G-022","4G Orders — Lab & Radiology","P1","A lab technician can see the order the OPD doctor raised","1) As the doctor, order Complete Blood Count for PT-QA-0001 at /opd and complete the consultation 2) Log out 3) Log in as lab_technician (Hospital A) 4) Open /lab 5) Look for the patient in the pending list","Ramesh Kumar appears in the lab worklist.","","PT-QA-0001 Ramesh Kumar; Complete Blood Count","Lab","lab_test_master and radiology_study_master rows configured with fee, sample type and modality (Settings → Lab Tests, Settings → Radiology)","","","","","P4-S12","The cross-module handoff is the whole point of this phase; an order nobody in the lab can see is a piece of paper the patient has to carry across the hospital themselves.","RBAC","lab_technician (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) → row exists and is visible to the lab role","e2e/phase-04-opd-journey/P4G.orders-lab-radiology.spec.ts",""
"TC-P4H-001","4H Billing & Discounts","P1","Completing a consultation produces a bill with a consultation line","1) Register a walk-in for PT-QA-0001 at /opd with Dr. Suresh Menon 2) Start and complete the consultation 3) Read bills and bill_line_items for today","An OPD bill exists with at least one bill_line_items row of item_type consultation.","","PT-QA-0001 Ramesh Kumar; Dr. Suresh Menon ₹500","Billing, Accounts","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","Completing the consultation is the authoritative charge-creation point; if the line is missing the doctor saw the patient and the hospital charged for nothing.","Cross-Module","hospital_admin (Hospital A)","bill_line_items where bill_id = (today's OPD bill for PT-QA-0001) and item_type = consultation → at least 1 row","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-002","4H Billing & Discounts","P1","The consultation line is priced at the doctor's configured fee","1) Register a walk-in for PT-QA-0001 with Dr. Suresh Menon at /opd 2) Complete the consultation 3) Read the consultation line item amount","The consultation line total_amount is ₹500.","","PT-QA-0001; Dr. Suresh Menon ₹500","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","A ₹500 default silently replacing the hospital's own rate card is exactly the leak the prerequisite matrix warns about, and the line item is where it becomes visible.","Positive","hospital_admin (Hospital A)","bill_line_items where bill_id = (today's OPD bill for PT-QA-0001) and item_type = consultation → total_amount = 500","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
