"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P3H-009","3H Soft-delete / erasure","P1","A soft-deleted patient cannot log into the patient portal","1) With the patient from TC-P3H-001 deactivated, set its email to a test address and attempt a portal login for that email Route: /portal","findPatients() filters is_active = true, so the lookup returns zero matches and the portal shows Create Profile rather than logging into the deactivated record — same assertion as TC-P3F-009, re-run from the erasure angle.","","None (uses the patient from TC-P3H-001)","Portal","None","","","","","P3-S10","A DPDP erasure that still permits the person to authenticate into their own hidden record is not erasure in any meaningful sense.","Positive","Patient portal (own session)","None","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-010","3H Soft-delete / erasure","P2","Reactivating a soft-deleted patient is not offered anywhere in the Patients UI","1) With the patient from TC-P3H-001 deactivated and visible via ""Show Inactive"", inspect every button/action available on that row and in its detail drawer","CURRENT APP BEHAVIOUR (a gap): unlike Departments (which offer both Deactivate and Activate), the Patients screens offer no Reactivate/Undo control anywhere — is_active can only ever be flipped false from the UI, never back to true.","","None","","None","","","","","P3-S10","A patient deactivated by mistake (or whose erasure request is later withdrawn) has no UI path back to active status — someone must edit the database directly, which is inconsistent with how every other soft-delete in this app works.","Negative","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-011","3H Soft-delete / erasure","P2","No true per-patient DPDP erasure exists — the erasure-request table has no patient_id column","1) In Supabase, inspect the columns of data_erasure_requests Query columns from data_erasure_requests.","The table has hospital_id, requested_by, reason, status, reviewed_by, reviewed_at, admin_notes — no patient_id column anywhere. The only ""erasure"" mechanism reachable from the Patients screens is the is_active soft-delete toggle; a genuine per-patient PHI-erasure request can only be filed at the whole-hospital level from Settings → Backup, reviewed manually by the platform team.","","None","","None","","","","","P3-S10","A hospital telling a patient ""we have erased your data"" under a DPDP request today can only truthfully mean ""we hid your record from search,"" not that anything was actually erased — this needs to be understood before go-live, not discovered during a real DPDP complaint.","Negative","hospital_admin (Hospital A)","information_schema.columns where table_name = 'data_erasure_requests' → no column named patient_id","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3I-001","3I Documents","P1","Uploading a supported image document succeeds and creates a patient_documents row","1) Open PT-QA-0002's detail drawer 2) Scroll to Documents 3) Click the upload zone and choose a small PNG (e.g. phase3.documents.sampleFileName, generated in-test) 4) Click ""Upload & Analyse"" Route: /patients","""Document uploaded successfully"" toast appears and the document is listed with its type badge and upload date.","","phase3.documents.sampleFileName","","None","","","","","P3-S11","Scanned Aadhaar cards and insurance documents are the paperless-registration promise of this screen — if the upload silently fails, staff fall back to physical photocopies.","Positive","hospital_admin (Hospital A)","patient_documents where patient_id = (PT-QA-0002 id) and document_name like '%aadhaar-sample-qa%' → row exists","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-002","3I Documents","P1","The uploaded file is stored under a hospital_id/patient_id-scoped path","1) Complete TC-P3I-001 2) In Supabase Storage, open the patient-documents bucket and locate the uploaded object Route: /patients","The object's path is `<hospital_id>/<patient_id>/<timestamp>_<filename>` — never a flat filename with no tenant/patient prefix.","","None","","None","","","","","P3-S11","The bucket's own RLS policy keys off the first path segment being the caller's hospital_id — a document stored under the wrong path shape would be invisible (or worse, visible to the wrong tenant) regardless of the patient_documents row being correct.","Positive","hospital_admin (Hospital A)","patient_documents where patient_id = (PT-QA-0002 id) → file_url starts with the Hospital A id","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-003","3I Documents","P2","A file larger than 15MB is rejected client-side before upload","1) Open PT-QA-0002's Documents section 2) Select a file over 15MB (generated in-test as a 16MB buffer) Route: /patients","""File too large — Maximum 15MB allowed"" toast appears and no upload request is sent.","","None (16MB buffer generated at runtime)","","None","","","","","P3-S11","An oversized upload that is only rejected server-side would waste bandwidth and time on the exact slow hospital networks this limit is meant to protect.","Negative","hospital_admin (Hospital A)","patient_documents where patient_id = (PT-QA-0002 id) → count unchanged from before this test","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-004","3I Documents","P3","The file picker only offers the supported document types","1) Open PT-QA-0002's Documents section 2) Click the upload zone and inspect the native file-picker's `accept` filter Route: /patients","The input accepts only image/jpeg, image/png, image/webp, image/gif, application/pdf, .docx, .doc, text/plain, .csv — an unsupported type (e.g. .exe) is filtered out by the OS picker.","","None","","None","","","","","P3-S11","Confirms the accepted-type allowlist actually reaches the DOM input, not just the code that reads it after selection.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-005","3I Documents","P1","A document's signed view URL only opens for staff of the correct hospital","1) Complete TC-P3I-001 as Hospital A 2) Copy the resolved signed URL used by the ""View document"" eye icon 3) As the service-role/anon client authenticated as a Hospital B user, attempt to fetch the same storage path directly","The Hospital B session is refused by storage RLS ((storage.foldername(name))[1] = get_user_hospital_id()) — it cannot read a Hospital A patient's document even with the exact path.","","None","Storage/RLS","None","","","","","P3-S12","This bucket was flipped from public to private after a real defect (20261010000010) where any hospital could read any other hospital's uploaded documents — this case locks that fix as a regression guard.","Cross-Module","hospital_admin (Hospital B)","None","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-006","3I Documents","P2","Deleting a document removes both the storage object and the patient_documents row","1) Complete TC-P3I-001 2) Click the trash icon on the uploaded document 3) Confirm the browser delete prompt Route: /patients","""Document deleted"" toast appears; the patient_documents row is gone AND the storage object at its path is gone.","","None","","None","","","","","P3-S11","Deleting only the database row while leaving the file in storage would silently accumulate orphaned PHI documents forever, with no record pointing at them for a future DPDP audit to find.","Positive","hospital_admin (Hospital A)","patient_documents where patient_id = (PT-QA-0002 id) and document_name like '%aadhaar-sample-qa%' → no row","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3I-007","3I Documents","P3","A failed patient_documents insert cleans up the already-uploaded storage object","MANUAL ONLY: 1) Force a patient_documents insert failure after a successful storage upload (e.g. temporarily revoke insert grant, or use a document_type value a DB trigger rejects) 2) Attempt an upload 3) Check both the storage bucket and the table for the orphan Route: /patients","The storage object uploaded just before the failed insert is removed by the component's cleanup path (storage.remove()), leaving no orphaned file.","","None — requires deliberately breaking the insert, not reproducible through normal UI actions","","A way to force the insert to fail (schema/permission change, reverted after)","","","","","P3-S11","An orphaned file with no database pointer is invisible PHI sitting in storage indefinitely — this is the one failure path worth proving even though it cannot be triggered through ordinary use.","Negative","hospital_admin (Hospital A)","None","",""
"TC-P3I-008","3I Documents","P1","Hospital B staff cannot open a document belonging to a Hospital A patient through the app UI","1) Complete TC-P3I-001 as Hospital A 2) Log in as hospital_admin (Hospital B) 3) Attempt to reach the same patient's document via the UI (there is no cross-tenant patient to select from, so this proves the document never appears in any Hospital B screen) Route: /patients","The document is not reachable from any Hospital B screen — there is no patient record to click through to, and RLS blocks direct access regardless (see TC-P3I-005).","","None","","None","","","","","P3-S12","Confirms the UI-level isolation matches the storage-level isolation proven in TC-P3I-005 — both layers must independently hold.","Cross-Module","hospital_admin (Hospital B)","None","e2e/phase-03-patient-records/P3I.documents.spec.ts",""
"TC-P3J-001","3J Cross-tenant","P1","Pasting a Hospital B patient's UUID into /patients/:id/summary as Hospital A staff returns no data","1) Note PT-QA-0030's patient id (Hospital B) from Supabase 2) Log in as hospital_admin (Hospital A) 3) Navigate directly to /patients/<PT-QA-0030's id>/summary","The page shows no patient data (blank/error state) — PatientSummaryPage's query has no hospital_id filter, so this is a pure RLS test: the ""Users can view own hospital patients"" policy must return zero rows for a foreign patient id.","","PT-QA-0030","","None","","","","","P3-S12","This route fetches by id alone with NO hospital_id filter in the query — if RLS is ever weakened, this is the exact page that would leak a Hospital B patient's full clinical summary to Hospital A staff.","Negative","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3J.cross-tenant.spec.ts",""
"TC-P3J-002","3J Cross-tenant","P1","A raw REST/RLS query for the patients table as a Hospital A session returns zero Hospital B rows","1) Sign in as MOCK.hospitals.A.adminEmail against the anon Supabase client 2) Query the patients table with no hospital_id filter, limit 1000 3) Filter the results for hospital_id = Hospital B's id Query rows from patients.","Zero rows with Hospital B's hospital_id come back — RLS enforces isolation independent of any UI filtering.","","None","","None","","","","","P3-S12","This is the single most direct proof that patient isolation is enforced at the database layer, not just hidden by list-page filtering that a direct API call would bypass.","Negative","hospital_admin (Hospital A)","expectNoCrossTenantRows(patients, Hospital A admin, Hospital B id) → 0 leaked rows","e2e/phase-03-patient-records/P3J.cross-tenant.spec.ts",""
"TC-P3J-003","3J Cross-tenant","P1","The /patients?id=<uuid> deep link ignores a foreign hospital's patient id","1) Log in as hospital_admin (Hospital A) 2) Navigate to /patients?id=<PT-QA-0030's id (Hospital B)>","The deep-link handler's own query (.eq(""id"", patientId).eq(""hospital_id"", hospitalId)) finds no match, so no drawer opens and the ?id= param is cleared silently — this is the positive contrast to TC-P3J-001's route, which has no such filter.","","PT-QA-0030","","None","","","","","P3-S12","Confirms the list page's deep-link path was built with the hospital_id filter that the /summary route is missing — useful evidence for whoever fixes TC-P3J-001, showing the correct pattern already exists elsewhere in the same codebase.","Positive","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3J.cross-tenant.spec.ts",""
"TC-P3J-004","3J Cross-tenant","P2","Hospital A's patient list search never surfaces a Hospital B patient by name or phone","1) Log in as hospital_admin (Hospital A) 2) Search /patients for ""Rohan Kulkarni"" (PT-QA-0030's name) and separately for its phone 9876500030","No results are returned for either search — the query is scoped .eq(""hospital_id"", hospitalId) before the search filter is applied.","","PT-QA-0030","","None","","","","","P3-S12","A search box that returns a foreign-tenant name would disclose that a specific person is a patient at another hospital — a privacy leak even without opening the record.","Negative","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3J.cross-tenant.spec.ts",""
"TC-P3J-005","3J Cross-tenant","P1","A Hospital A doctor cannot open Hospital B's PatientSummaryPage via direct navigation","1) Log in as doctor (Hospital A) 2) Navigate directly to /patients/<PT-QA-0030's id>/summary","Same as TC-P3J-001 but from a clinical (non-admin) role — no patient data renders, confirming the RLS protection is role-independent, not something only enforced for admins.","","PT-QA-0030","","None","","","","","P3-S12","A clinician role often has the broadest read access to clinical data across a hospital — if any role were going to slip through a cross-tenant gap, it would be this one.","RBAC","doctor (Hospital A)","None","e2e/phase-03-patient-records/P3J.cross-tenant.spec.ts",""
