TC#,Section,Priority,Test Case,Steps,Expected Result,Status(PASS/FAIL/BLOCKED),mock data,Cross-Module Link,Settings need to set before entering to the module,Actual Result(What happened),Console Error(Copy-paste red text),Screenshot(Y/N),Notes,Journey Scenario,Why This Exists,Test Type,Role/Login,Supabase Verify,Playwright Spec,Defect ID
TC-P2F-094,"2F Services, Rates & Money",P1,A test key cannot be saved against Live Mode,1) Open /settings/razorpay 2) Select Live Mode 3) Enter a key ID beginning rzp_test_ 4) Save,The mismatch is flagged. A test key under Live Mode is refused or clearly warned about.,,phase2.entry./settings/razorpay — keyId rzp_test_QA0000000000 with Live Mode,"Payments, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"A test key in live mode makes every payment link fail at the moment a patient tries to pay. The error surfaces to the patient, not to the hospital, and it looks like the hospital cannot take money.",Boundary,hospital_admin (Hospital A),api_configurations → a test key is not stored against live mode without a warning,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-095,"2F Services, Rates & Money",P2,The UPI ID saves for QR code generation,1) Open /settings/razorpay 2) Enter a UPI ID 3) Save 4) Reload,The UPI ID persists after the reload.,,Literal UPI ID hospital@upi (the placeholder the field suggests),"Payments, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"UPI is how most Indian outpatients pay. A missing UPI ID means no QR code at the counter and the queue falls back to cash, which then has to be reconciled by hand at day closure.",Positive,hospital_admin (Hospital A),api_configurations where hospital_id = A → UPI ID recorded,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-096,"2F Services, Rates & Money",P2,A malformed UPI ID is rejected,"1) Open /settings/razorpay 2) Enter UPI ID ""hospital-upi"" with no @ 3) Attempt to save",The save is refused with a message naming the expected handle@provider format.,,Literal malformed UPI ID hospital-upi,Payments,"Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"A malformed UPI ID produces a QR code that no payment app can resolve. The patient scans it at the counter, it fails, and the queue stalls.",Negative,hospital_admin (Hospital A),api_configurations → no UPI ID stored without an @ separator,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-097,"2F Services, Rates & Money",P2,The part-payment and auto-receipt toggles save,1) Open /settings/razorpay 2) Toggle Allow Part Payments and Auto-send Receipt 3) Save 4) Reload,Both toggles persist after the reload.,,The Allow Part Payments and Auto-send Receipt toggles on SettingsRazorpayPage,"Payments, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"Part payments are how a patient who cannot clear a bill at discharge pays in instalments. If the toggle does not persist, the counter can only take the full amount and the patient leaves owing with no record.",Positive,hospital_admin (Hospital A),api_configurations where hospital_id = A → both payment toggles persist,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-098,"2F Services, Rates & Money",P1,Hospital A's payment credentials are invisible to Hospital B,1) Sign in as the Hospital B administrator 2) Open /settings/razorpay as Hospital B 3) Query api_configurations through the API with no hospital filter,Not one Hospital A payment credential row is returned.,,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, Payments, Security",Both QA tenants seeded,,,,,P2-Setup,"A payment gateway key authorises charges and refunds against a merchant account. Leaking one across tenants lets a hospital take money into another hospital's account, or refund from it.",Cross-Module,hospital_admin (Hospital B),api_configurations queried as the Hospital B admin → zero rows with hospital_id = A,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-099,"2F Services, Rates & Money",P1,A billing executive cannot change the Razorpay credentials,1) Log in as billing_executive (Hospital A) 2) Navigate directly to /settings/razorpay,"The route is blocked, or the key fields are not rendered.",,"MOCK_DATA_BOOK Staff logins — billing_executive (Hospital A), Mr. Rajesh Gupta","Payments, Security",Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Changing the merchant key redirects where patient payments settle. That is the single highest-value fraud target in the product, and billing staff have no reason to touch it.",RBAC,billing_executive (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2F-100,"2F Services, Rates & Money",P2,The Razorpay screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/razorpay 3) Save the configuration 4) Read the console,"No red console text, and no key or secret echoed into a console message.",,phase2.entry./settings/razorpay — test credentials only,"Payments, Security","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,A merchant secret logged to the console is captured by any browser extension the hospital has installed. No secret must ever appear in console output.,Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2F.money.gst-approvals-razorpay.spec.ts,
TC-P2G-001,2G Clinical Masters & Alerts,P2,Lab Test Master loads and lists the seeded tests,1) Log in as hospital_admin (Hospital A) 2) Open /settings/lab-tests 3) Read the test catalogue,"All fifteen seeded tests render, from Complete Blood Count through Blood Culture. No red console errors.",,MOCK_DATA_BOOK Lab test master — the fifteen seeded rows,"Lab, OPD, IPD, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"SETTINGS_PREREQ_MATRIX warns the OPD→Lab handoff is an exact, case-insensitive match on lab_test_master.test_name. A test the doctor typed that is not in this catalogue is SILENTLY DROPPED from the order — the patient never gets the test.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A → 15 rows,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-002,2G Clinical Masters & Alerts,P1,"A new lab test saves with its fee, unit, range and TAT","1) Open /settings/lab-tests 2) Add ""Serum Phosphorus"" code PHOS, sample Serum, fee 220, unit mg/dL, range 2.5-4.5, TAT 120 3) Save","A lab_test_master row exists with fee 220, unit mg/dL, normal_min 2.5, normal_max 4.5 and tat_minutes 120.",,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus · PHOS · Serum · ₹220 · mg/dL · 2.5–4.5 · 120 min,"Lab, Billing, OPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"This is the complete, correct row everything else is measured against. Each field drives a different downstream behaviour — fee bills, range flags abnormal, TAT drives the delay alert.",Positive,hospital_admin (Hospital A),"lab_test_master where hospital_id = A and code = 'PHOS' → fee = 220, normal_min = 2.5, normal_max = 4.5",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-003,2G Clinical Masters & Alerts,P1,A lab test saved without a normal range cannot flag an abnormal result,"1) Open /settings/lab-tests 2) Add ""Serum Magnesium"" code MG, sample Serum, fee 240, unit mg/dL, leaving Normal Min and Max blank 3) Save 4) Inspect the row",The row saves but is visibly flagged as having no reference range. Results for it can never be marked abnormal.,,phase2.invalid.labTestWithoutRange (Serum Magnesium · MG · ₹240 · no range),"Lab, IPD, OPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,SETTINGS_PREREQ_MATRIX states it plainly: no normal range means no abnormal flag and NO CRITICAL ALERT. A dangerously abnormal magnesium would be reported as an unremarkable number and nobody would be paged.,Negative,hospital_admin (Hospital A),"lab_test_master where hospital_id = A and code = 'MG' → normal_min is null, normal_max is null, and the row is flagged",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-004,2G Clinical Masters & Alerts,P1,A normal range with the minimum above the maximum is refused,1) Open /settings/lab-tests 2) Add a test with Normal Min 5.0 and Normal Max 2.0 3) Attempt to save,The save is refused with a message naming the range order.,,"phase2.invalid.normalRangeInverted (min 5.0, max 2.0)","Lab, IPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"An inverted range matches nothing, so every result falls outside it — or inside it, depending on the comparison. Either way the abnormal flag becomes noise and clinicians stop trusting it.",Boundary,hospital_admin (Hospital A),lab_test_master where hospital_id = A → no row with normal_min > normal_max,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-005,2G Clinical Masters & Alerts,P1,Critical low and high values save separately from the normal range,1) Open /settings/lab-tests 2) Open Serum Potassium 3) Set Critical High 6.0 4) Save 5) Reload,"The critical high persists at 6.0, distinct from the normal max of 5.1.",,MOCK_DATA_BOOK Phase 2 additions — Clinical Thresholds: Serum Potassium critical high 6.0,"Lab, IPD, Nursing, Emergency","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,Normal range flags a result as abnormal; critical value pages a doctor. Potassium of 5.5 is abnormal and 7.2 is a cardiac emergency — collapsing the two either floods the ward with alerts or misses the one that matters.,Positive,hospital_admin (Hospital A),"lab_test_master where hospital_id = A and code = 'K' → critical high = 6.0, normal_max = 5.1",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-006,2G Clinical Masters & Alerts,P1,The critical potassium value fires an alert at 7.2,1) Open /settings/lab-tests and confirm Serum Potassium carries a normal range of 3.5–5.1 2) Open /lab and enter a result of 7.2 for a patient 3) Observe the alert,A critical alert fires immediately for the 7.2 result.,,MOCK_DATA_BOOK Values used across many tests — critical potassium 7.2 mEq/L,"Lab, IPD, Nursing, Emergency",Tier 0 complete; Serum Potassium configured with its range,,,,,P2-Setup,MOCK_DATA_BOOK names Serum Potassium as THE critical-value test and scenario P5-S07 enters 7.2 deliberately. A potassium of 7.2 causes fatal arrhythmia — an alert that does not fire is the most direct patient-safety failure in the lab module.,Cross-Module,hospital_admin (Hospital A),"lab_test_master where hospital_id = A and code = 'K' → normal 3.5–5.1, and a 7.2 result raises a critical alert",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-007,2G Clinical Masters & Alerts,P2,Sex-specific reference ranges save independently,1) Open /settings/lab-tests 2) Open Haemoglobin 3) Set Male Min/Max and Female Min/Max to different values 4) Save 5) Reload,All four values persist independently of the default range.,,MOCK_DATA_BOOK Lab test master — Haemoglobin 13.0–17.0 g/dL,"Lab, OPD, IPD, ANC","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"Haemoglobin normal ranges differ by sex, and applying the male range to a female patient flags healthy women as anaemic. In an obstetric unit that produces a stream of false alarms on every antenatal panel.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A and code = 'HB' → male and female ranges stored separately,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-008,2G Clinical Masters & Alerts,P2,A lab test cannot be saved without a name,1) Open /settings/lab-tests 2) Click Add Test 3) Leave Test Name blank 4) Enter a code and fee 5) Attempt to save,The save is refused and no lab_test_master row is written.,,None — deliberately omits the required Test Name,"Lab, OPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"The OPD→Lab handoff matches on test_name. A blank name matches nothing, so every order for it is silently dropped with only an amber banner counting the missing tests.",Negative,hospital_admin (Hospital A),lab_test_master where hospital_id = A and (test_name is null or test_name = '') → 0 rows,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-009,2G Clinical Masters & Alerts,P2,A lab test cannot be saved without a code,1) Open /settings/lab-tests 2) Click Add Test 3) Enter a name but no Code 4) Attempt to save,The save is refused and no row is written.,,None — deliberately omits the required Code,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"The code is what appears on the sample label and the worklist. Without it the phlebotomist has an unlabelled tube, which is a specimen-identification error waiting to happen.",Negative,hospital_admin (Hospital A),lab_test_master where hospital_id = A → code is set on every row,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-010,2G Clinical Masters & Alerts,P1,A lab test saved with no fee orders at zero rupees,1) Open /settings/lab-tests 2) Add a test leaving Fee blank 3) Save 4) Order the test and read the charge,"Either the fee is required, or the zero-fee state is visibly flagged. A test must not silently order at ₹0.",,None — deliberately omits the Fee on a new test,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"SETTINGS_PREREQ_MATRIX says a lab test without a fee is ordered at ₹0. The lab does the work, consumes the reagent, and bills nothing — and it only shows up in the monthly revenue variance.",Boundary,hospital_admin (Hospital A),lab_test_master where hospital_id = A → fee is set or the row is flagged as unpriced,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-011,2G Clinical Masters & Alerts,P2,A duplicate lab test code is rejected,1) Open /settings/lab-tests 2) Create PHOS 3) Create a second test with the same code 4) Count the rows,Only one lab_test_master row carries PHOS for Hospital A.,,phase2.invalid — duplicate lab test code PHOS,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"Two tests sharing a code split the worklist and the result history, so a clinician comparing today's phosphorus against last month's may be reading two different tests.",Negative,hospital_admin (Hospital A),lab_test_master where hospital_id = A and code = 'PHOS' → exactly 1 row,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-012,2G Clinical Masters & Alerts,P1,A duplicate test name is rejected because the OPD handoff matches on name,"1) Open /settings/lab-tests 2) Create a second test named ""Complete Blood Count"" 3) Count the rows",Only one test carries that name for Hospital A.,,MOCK_DATA_BOOK Lab test master — re-entering the seeded Complete Blood Count,"Lab, OPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"The OPD→Lab handoff is an exact, case-insensitive match on test_name. Two rows with one name make the match ambiguous, and the order attaches to whichever the query returns first — with a different fee and a different reference range.",Negative,hospital_admin (Hospital A),lab_test_master where hospital_id = A and test_name = 'Complete Blood Count' → exactly 1 row,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-013,2G Clinical Masters & Alerts,P2,The sample type saves,1) Open /settings/lab-tests 2) Set Sample Type to Serum on a test 3) Save 4) Reload,The sample type persists after the reload.,,"MOCK_DATA_BOOK Lab test master — sample types EDTA Blood, Fluoride, Serum, Urine, Culture Bottle","Lab, Nursing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"SETTINGS_PREREQ_MATRIX warns that without matching sample types, sample rows cannot be grouped for collection. The phlebotomist then draws a separate tube per test instead of one per sample type.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A → sample_type set on every row,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-014,2G Clinical Masters & Alerts,P2,The turnaround time saves and drives the delay expectation,1) Open /settings/lab-tests 2) Set TAT to 120 minutes on Serum Phosphorus 3) Save 4) Reload,tat_minutes = 120 after the reload.,,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus TAT 120 min,"Lab, IPD, Quality","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"TAT is what a delay alert measures against, and Blood Culture at 4,320 minutes versus Haemoglobin at 60 shows why one global default cannot work. Without a per-test TAT every result looks either instantly late or never late.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A and code = 'PHOS' → tat_minutes = 120,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-015,2G Clinical Masters & Alerts,P3,The test method saves,1) Open /settings/lab-tests 2) Enter a Method such as ELISA on a test 3) Save 4) Reload,The method persists after the reload.,,Literal method ELISA (the placeholder the field itself suggests),"Lab, Quality","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"NABL requires the analytical method to appear on the report, because a reference range is only meaningful against the method that produced it.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A → method recorded where entered,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-016,2G Clinical Masters & Alerts,P1,A lab test group saves with its own package fee,"1) Open /settings/lab-tests 2) Create group ""Renal Panel"" at ₹650 containing CREAT, UREA, K and PHOS 3) Save",A lab_test_groups row exists at 650 with four lab_test_group_items.,,"MOCK_DATA_BOOK Phase 2 additions — Renal Panel ₹650 (CREAT + UREA + K + PHOS, individual sum ₹750)","Lab, Billing",Tier 0 complete; the four member tests exist,,,,,P2-Setup,"The group price is ₹650 against an individual sum of ₹750. SETTINGS_PREREQ_MATRIX warns that without the group fee, panel orders bill as the sum of individual tests — so the patient is over-charged ₹100 on every renal panel.",Positive,hospital_admin (Hospital A),"lab_test_groups where hospital_id = A and name = 'Renal Panel' → fee = 650, 4 member items",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-017,2G Clinical Masters & Alerts,P1,The group price wins over the sum of its members,"1) Open /settings/lab-tests and confirm Fever Panel is ₹1,100 while its members sum to ₹1,300 2) Order the Fever Panel from /opd 3) Read the charge","The order bills ₹1,100 — the group rate — not ₹1,300.",,"MOCK_DATA_BOOK Lab test group — Fever Panel ₹1,100 (CBC + Urine Routine + Dengue NS1, sum ₹1,300)","Lab, Billing",Tier 0 complete; the Fever Panel group exists,,,,,P2-Setup,MOCK_DATA_BOOK calls this scenario P5-S04 by name. The ₹200 gap between group and sum exists precisely so the wrong behaviour is detectable — and a patient charged the sum is being over-billed on a package the hospital advertised.,Cross-Module,hospital_admin (Hospital A),lab_test_groups where hospital_id = A and name = 'Fever Panel' → fee = 1100 while members sum to 1300,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-018,2G Clinical Masters & Alerts,P2,A test group cannot be saved with no members,1) Open /settings/lab-tests 2) Create a group with a name and fee but no member tests 3) Attempt to save,"The save is refused, or the empty group is visibly flagged.",,None — deliberately omits the group members,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"An empty panel bills the package fee and orders nothing. The patient pays ₹1,100 and no sample is ever collected.",Negative,hospital_admin (Hospital A),lab_test_groups where hospital_id = A → every group has at least one member item,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-019,2G Clinical Masters & Alerts,P2,A test can be added to and removed from a group,1) Open /settings/lab-tests 2) Add a test to Renal Panel 3) Remove it 4) Check the member count each time,lab_test_group_items reflects both the addition and the removal.,,MOCK_DATA_BOOK Phase 2 additions — Renal Panel members,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,Panel composition changes as protocols change. A member that cannot be removed means a discontinued test keeps being ordered and billed inside every panel.,Positive,hospital_admin (Hospital A),lab_test_group_items for Renal Panel → count reflects each change,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-020,2G Clinical Masters & Alerts,P2,Bulk fee setting applies to the selected tests,"1) Open /settings/lab-tests 2) Select several tests 3) Use ""Set all to (₹)"" with a value 4) Save",Every selected test carries the new fee and none of the unselected ones changed.,,MOCK_DATA_BOOK Lab test master — the fifteen seeded fees,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"A lab revising its rate card does it in bulk. A bulk action that silently includes unselected tests would reprice the whole catalogue, and nobody would notice until a patient queried a bill.",Positive,hospital_admin (Hospital A),lab_test_master → only the selected rows changed fee,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-021,2G Clinical Masters & Alerts,P2,The category filter is fed by the lab_test_categories config list,1) Add a value under /settings/config-values?cat=lab_test_categories 2) Open /settings/lab-tests 3) Open the Category filter,The new category appears in the filter on this screen.,,phase2.dropdowns.configValueCategories — lab_test_categories,"Lab, Configurable Dropdowns","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,MOCK_DATA_BOOK singles this list out because it ripples into a second screen. A category that saves under Dropdowns and never appears here is the silent inconsistency this phase exists to catch.,Cross-Module,hospital_admin (Hospital A),hospital_config_values category = lab_test_categories → offered on /settings/lab-tests,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-022,2G Clinical Masters & Alerts,P3,Searching filters the test catalogue,"1) Open /settings/lab-tests 2) Type ""CBC"" into the search box 3) Read the results",Only matching tests remain listed.,,MOCK_DATA_BOOK Lab test master — Complete Blood Count (CBC),Lab,"Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"A working lab catalogue runs to hundreds of tests. Without search, editing one fee means scrolling the whole list and the wrong row gets edited.",Positive,hospital_admin (Hospital A),None — client-side filter,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-023,2G Clinical Masters & Alerts,P1,A new lab test appears as a chip in the OPD Rx tab,"1) Add ""Serum Phosphorus"" under /settings/lab-tests 2) Open the OPD consultation workspace 3) Open the Rx tab 4) Look for the lab chips",Serum Phosphorus is offered as a lab chip in the OPD Rx tab.,,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus,"OPD, Lab",Tier 0 complete; drug_master rows exist so the Rx tab renders,,,,,P2-Setup,"SETTINGS_PREREQ_MATRIX warns that with no lab_test_master rows the lab chips in the Rx tab are EMPTY. A doctor who cannot pick a test writes it as free text, and the exact-name match then silently drops it from the order.",Cross-Module,hospital_admin (Hospital A),lab_test_master where hospital_id = A and code = 'PHOS' → offered as a chip in the OPD Rx tab,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-024,2G Clinical Masters & Alerts,P1,"A test the doctor types that is not in the catalogue is reported, not silently dropped",1) Open /opd and in the Rx tab type a test name that does not exist in lab_test_master 2) Save the prescription 3) Read the lab order and any banner,"An amber banner names how many prescribed tests were not found, and ideally which ones.",,"Literal unmatched test name ""QA Nonexistent Assay""","OPD, Lab","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"SETTINGS_PREREQ_MATRIX flags this in red: the unmatched test is SILENTLY DROPPED and the only signal is a banner counting them. If the banner does not name the test, the doctor cannot tell which one vanished and the patient goes without it.",Negative,hospital_admin (Hospital A),"the lab order → unmatched tests are surfaced by name, not merely counted",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-025,2G Clinical Masters & Alerts,P2,Editing a lab test fee persists,1) Open /settings/lab-tests 2) Change a test fee 3) Save 4) Reload,The new fee is shown after the reload.,,MOCK_DATA_BOOK Lab test master — the seeded fees,"Lab, Billing","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,Reagent costs change and the rate card follows. An edit that does not persist means the lab bills last year's price on a test whose cost has risen.,Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A → the edited fee persists,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-026,2G Clinical Masters & Alerts,P2,A lab test can be deactivated without being deleted,1) Open /settings/lab-tests 2) Deactivate a test 3) Reload,The test is marked inactive and the row still exists.,,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus,"Lab, MRD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,A discontinued test must stop being orderable while every historical result stays attached to it. Deleting would orphan years of results a clinician may need to compare against.,Positive,hospital_admin (Hospital A),lab_test_master → the row is inactive and still present,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-027,2G Clinical Masters & Alerts,P1,A saved lab test survives a hard reload,1) Open /settings/lab-tests 2) Create Serum Phosphorus 3) Hard-reload 4) Locate the test,"The test is still listed with its fee, range and TAT intact.",,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus,"Lab, OPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"A false save here means the test is missing from the catalogue, and the exact-name match then silently drops every order a doctor writes for it.",Positive,hospital_admin (Hospital A),lab_test_master where hospital_id = A and code = 'PHOS' → 1 row,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-028,2G Clinical Masters & Alerts,P1,Hospital A's lab catalogue is invisible to Hospital B,1) Sign in as the Hospital B administrator 2) Open /settings/lab-tests as Hospital B 3) Query lab_test_master through the API with no hospital filter,Not one Hospital A lab test is returned.,,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, Lab",Both QA tenants seeded,,,,,P2-Setup,"Test fees are a competitive rate card, and reference ranges are method-specific. One hospital inheriting another's ranges would flag results against the wrong baseline.",Cross-Module,hospital_admin (Hospital B),lab_test_master queried as the Hospital B admin → zero rows with hospital_id = A,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-029,2G Clinical Masters & Alerts,P1,A receptionist cannot edit the lab catalogue,1) Log in as receptionist (Hospital A) 2) Navigate directly to /settings/lab-tests,"The route is blocked — redirected away, or an explicit access-denied message.",,"MOCK_DATA_BOOK Staff logins — receptionist (Hospital A), Ms. Divya Sharma","Lab, Billing",Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Reference ranges are a clinical safety parameter and fees are money. Neither belongs to the front desk, and a widened range would suppress abnormal flags hospital-wide.",RBAC,receptionist (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-030,2G Clinical Masters & Alerts,P2,The Lab Test Master screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/lab-tests 3) Create a test and a group 4) Read the console,"No red console text from the lab_test_master, lab_test_groups or lab_test_group_items writes.",,MOCK_DATA_BOOK Phase 2 additions — Serum Phosphorus and Renal Panel,Lab,"Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,"Creating a group writes to two tables. A failure on the items write leaves a priced group with no members, which bills the package fee and orders nothing.",Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-031,2G Clinical Masters & Alerts,P2,Drug Formulary loads and lists the seeded drugs,1) Open /settings/drugs 2) Read the formulary,"All twenty seeded drugs render, from Dolo 650 through Normal Saline. No red console errors.",,MOCK_DATA_BOOK Drug master — the twenty seeded rows,"Pharmacy, OPD, IPD, Emergency","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,SETTINGS_PREREQ_MATRIX puts drug_master first among pharmacy prerequisites: without it there is nothing to dispense and drug search returns nothing.,Positive,hospital_admin (Hospital A),drug_master where hospital_id = A → 20 rows,e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-032,2G Clinical Masters & Alerts,P1,"A new drug saves with its generic name, form, strength and MRP","1) Open /settings/drugs 2) Add ""Nefrosave"", generic N-Acetylcysteine + Taurine, Tablet, 600mg, Schedule H, MRP 210, GST 12 3) Save",A drug_master row exists with those values.,,MOCK_DATA_BOOK Phase 2 additions — Nefrosave · N-Acetylcysteine + Taurine · Tablet · 600mg · Schedule H · ₹210 · 12%,"Pharmacy, OPD, IPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,The generic name is what the interaction and allergy checks match on. A drug saved without it is invisible to the safety checks even though it dispenses normally.,Positive,hospital_admin (Hospital A),"drug_master where hospital_id = A and brand = 'Nefrosave' → mrp = 210, schedule = 'H'",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
TC-P2G-033,2G Clinical Masters & Alerts,P1,A drug with no batch is invisible to the dispenser,"1) Create ""Nefrosave"" under /settings/drugs with no stock batch 2) Open the pharmacy dispensing screen 3) Search for Nefrosave","The drug does not appear as dispensable, and the reason is clear — no batch, not ""no such drug"".",,"MOCK_DATA_BOOK Phase 2 additions — Nefrosave, created with NO batch","Pharmacy, IPD","Tier 0 complete (profile, departments, staff, roles, plan)",,,,,P2-Setup,SETTINGS_PREREQ_MATRIX is explicit: a drug with no batch is invisible to the dispenser and no stock decrement happens. MOCK_DATA_BOOK creates Nefrosave without a batch deliberately to prove it. A pharmacist who cannot find a drug they know exists assumes the system is broken.,Cross-Module,hospital_admin (Hospital A),"drug_master where hospital_id = A and brand = 'Nefrosave' → 1 row, drug_batches → 0 rows for it",e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts,
